strategy,hours_since_first_receipt,at_risk,first_sales,descriptive_survival
recent_buyer,13.0,125,0,0.8304122157126662
recent_buyer,13.25,125,0,0.8304122157126662
recent_buyer,13.5,123,1,0.823660896885734
recent_buyer,13.75,122,0,0.823660896885734
recent_buyer,14.0,122,0,0.823660896885734
recent_buyer,14.25,121,0,0.823660896885734
recent_buyer,14.5,120,0,0.823660896885734
recent_buyer,14.75,120,0,0.823660896885734
recent_buyer,15.0,120,0,0.823660896885734
recent_buyer,15.25,120,1,0.8167970560783528
recent_buyer,15.5,119,0,0.8167970560783528
recent_buyer,15.75,119,0,0.8167970560783528
recent_buyer,16.0,119,0,0.8167970560783528
recent_buyer,16.25,117,0,0.8167970560783528
recent_buyer,16.5,117,0,0.8167970560783528
recent_buyer,16.75,115,0,0.8167970560783528
recent_buyer,17.0,114,0,0.8167970560783528
recent_buyer,17.25,114,0,0.8167970560783528
recent_buyer,17.5,113,0,0.8167970560783528
recent_buyer,17.75,112,0,0.8167970560783528
recent_buyer,18.0,111,0,0.8167970560783528
recent_buyer,18.25,111,1,0.8094385240416109
recent_buyer,18.5,109,0,0.8094385240416109
recent_buyer,18.75,107,0,0.8094385240416109
recent_buyer,19.0,107,0,0.8094385240416109
recent_buyer,19.25,107,0,0.8094385240416109
recent_buyer,19.5,106,0,0.8094385240416109
recent_buyer,19.75,106,0,0.8094385240416109
recent_buyer,20.0,104,0,0.8094385240416109
recent_buyer,20.25,103,0,0.8094385240416109
recent_buyer,20.5,102,0,0.8094385240416109
recent_buyer,20.75,101,0,0.8094385240416109
recent_buyer,21.0,99,0,0.8094385240416109
recent_buyer,21.25,99,0,0.8094385240416109
recent_buyer,21.5,97,0,0.8094385240416109
recent_buyer,21.75,96,0,0.8094385240416109
recent_buyer,22.0,96,0,0.8094385240416109
recent_buyer,22.25,94,0,0.8094385240416109
recent_buyer,22.5,93,0,0.8094385240416109
recent_buyer,22.75,93,0,0.8094385240416109
recent_buyer,23.0,93,0,0.8094385240416109
recent_buyer,23.25,93,0,0.8094385240416109
recent_buyer,23.5,91,0,0.8094385240416109
recent_buyer,23.75,88,0,0.8094385240416109
recent_buyer,24.0,86,0,0.8094385240416109
recent_buyer,24.25,85,0,0.8094385240416109
recent_buyer,24.5,83,0,0.8094385240416109
recent_buyer,24.75,79,0,0.8094385240416109
recent_buyer,25.0,75,0,0.8094385240416109
recent_buyer,25.25,63,0,0.8094385240416109
recent_buyer,25.5,50,0,0.8094385240416109
recent_buyer,25.75,38,0,0.8094385240416109
recent_seller,0.25,448,36,0.9196428571428571
recent_seller,0.5,412,16,0.8839285714285714
recent_seller,0.75,396,20,0.8392857142857143
recent_seller,1.0,376,11,0.8147321428571428
recent_seller,1.25,365,6,0.8013392857142856
recent_seller,1.5,359,5,0.7901785714285713
recent_seller,1.75,354,5,0.779017857142857
recent_seller,2.0,349,5,0.7678571428571427
recent_seller,2.25,344,3,0.7611607142857141
recent_seller,2.5,341,5,0.7499999999999998
recent_seller,2.75,336,2,0.7455357142857141
recent_seller,3.0,334,3,0.7388392857142855
recent_seller,3.25,331,1,0.7366071428571427
recent_seller,3.5,330,4,0.7276785714285713
recent_seller,3.75,326,4,0.7187499999999998
recent_seller,4.0,322,1,0.716517857142857
recent_seller,4.25,321,2,0.7120535714285713
recent_seller,4.5,319,1,0.7098214285714284
recent_seller,4.75,318,3,0.7031249999999998
recent_seller,5.0,315,2,0.6986607142857141
recent_seller,5.25,313,2,0.6941964285714284
recent_seller,5.5,311,4,0.685267857142857
recent_seller,5.75,307,2,0.6808035714285713
recent_seller,6.0,305,2,0.6763392857142856
recent_seller,6.25,303,2,0.6718749999999999
recent_seller,6.5,301,1,0.669642857142857
recent_seller,6.75,300,2,0.6651785714285713
recent_seller,7.0,298,0,0.6651785714285713
recent_seller,7.25,298,2,0.6607142857142856
recent_seller,7.5,296,1,0.6584821428571427
recent_seller,7.75,295,0,0.6584821428571427
recent_seller,8.0,295,0,0.6584821428571427
recent_seller,8.25,295,2,0.654017857142857
recent_seller,8.5,293,1,0.6517857142857141
recent_seller,8.75,292,1,0.6495535714285712
recent_seller,9.0,291,1,0.6473214285714284
recent_seller,9.25,290,1,0.6450892857142855
recent_seller,9.5,289,0,0.6450892857142855
recent_seller,9.75,289,0,0.6450892857142855
recent_seller,10.0,289,0,0.6450892857142855
recent_seller,10.25,289,0,0.6450892857142855
recent_seller,10.5,289,1,0.6428571428571426
recent_seller,10.75,288,0,0.6428571428571426
recent_seller,11.0,288,1,0.6406249999999998
recent_seller,11.25,287,0,0.6406249999999998
recent_seller,11.5,287,1,0.638392857142857
recent_seller,11.75,286,4,0.6294642857142856
recent_seller,12.0,282,0,0.6294642857142856
recent_seller,12.25,282,1,0.6272321428571428
recent_seller,12.5,281,1,0.6249999999999999
recent_seller,12.75,280,1,0.6227678571428571
recent_seller,13.0,279,4,0.6138392857142857
recent_seller,13.25,275,1,0.6116071428571428
recent_seller,13.5,274,0,0.6116071428571428
recent_seller,13.75,274,0,0.6116071428571428
recent_seller,14.0,274,1,0.6093749999999999
recent_seller,14.25,273,2,0.6049107142857142
recent_seller,14.5,271,2,0.6004464285714285
recent_seller,14.75,269,2,0.5959821428571428
recent_seller,15.0,267,0,0.5959821428571428
recent_seller,15.25,267,2,0.5915178571428571
recent_seller,15.5,265,3,0.5848214285714285
recent_seller,15.75,262,3,0.5781249999999999
recent_seller,16.0,259,3,0.5714285714285713
recent_seller,16.25,256,2,0.5669642857142856
recent_seller,16.5,254,4,0.5580357142857142
recent_seller,16.75,250,4,0.5491071428571428
recent_seller,17.0,246,2,0.5446428571428571
recent_seller,17.25,244,0,0.5446428571428571
recent_seller,17.5,244,1,0.5424107142857143
recent_seller,17.75,243,0,0.5424107142857143
recent_seller,18.0,243,2,0.5379464285714286
recent_seller,18.25,241,2,0.5334821428571429
recent_seller,18.5,239,1,0.5312500000000001
recent_seller,18.75,238,1,0.5290178571428572
recent_seller,19.0,237,5,0.5178571428571429
recent_seller,19.25,232,6,0.5044642857142858
recent_seller,19.5,226,6,0.49107142857142866
recent_seller,19.75,220,2,0.48660714285714296
recent_seller,20.0,218,6,0.4732142857142858
recent_seller,20.25,212,10,0.45089285714285726
recent_seller,20.5,202,15,0.4174107142857144
recent_seller,20.75,187,10,0.39508928571428586
recent_seller,21.0,177,7,0.37946428571428586
recent_seller,21.25,170,6,0.3660714285714287
recent_seller,21.5,164,10,0.3437500000000001
recent_seller,21.75,154,3,0.33705357142857156
recent_seller,22.0,151,5,0.3258928571428573
recent_seller,22.25,146,7,0.3102678571428573
recent_seller,22.5,139,8,0.29241071428571447
recent_seller,22.75,131,8,0.2745535714285716
recent_seller,23.0,123,9,0.2544642857142859
recent_seller,23.25,114,14,0.22321428571428592
recent_seller,23.5,100,7,0.2075892857142859
recent_seller,23.75,93,13,0.17857142857142871
recent_seller,24.0,80,13,0.14955357142857156
recent_seller,24.25,67,16,0.11383928571428581
recent_seller,24.5,51,14,0.08258928571428578
recent_seller,24.75,37,12,0.05580357142857147
recent_seller,25.0,25,7,0.04017857142857146
recent_seller,25.25,18,12,0.013392857142857154
recent_seller,25.5,6,5,0.0022321428571428588
recent_seller,25.75,1,1,0.0
two_way,0.25,74,15,0.7972972972972973
two_way,0.5,59,8,0.6891891891891891
two_way,0.75,51,3,0.6486486486486486
two_way,1.0,48,4,0.5945945945945945
two_way,1.25,44,6,0.5135135135135135
two_way,1.5,38,0,0.5135135135135135
two_way,1.75,38,1,0.5
two_way,2.0,37,0,0.5
two_way,2.25,37,0,0.5
two_way,2.5,37,0,0.5
two_way,2.75,37,1,0.4864864864864865
two_way,3.0,36,0,0.4864864864864865
two_way,3.25,36,0,0.4864864864864865
two_way,3.5,36,1,0.47297297297297297
two_way,3.75,35,0,0.47297297297297297
two_way,4.0,35,0,0.47297297297297297
two_way,4.25,35,1,0.45945945945945943
two_way,4.5,34,1,0.4459459459459459
two_way,4.75,33,0,0.4459459459459459
two_way,5.0,33,1,0.4324324324324324
two_way,5.25,32,0,0.4324324324324324
two_way,5.5,32,0,0.4324324324324324
two_way,5.75,32,1,0.4189189189189189
two_way,6.0,31,0,0.4189189189189189
two_way,6.25,31,1,0.40540540540540543
two_way,6.5,30,1,0.39189189189189194
two_way,6.75,29,1,0.37837837837837845
two_way,7.0,28,1,0.36486486486486497
two_way,7.25,27,0,0.36486486486486497
two_way,7.5,27,1,0.3513513513513515
two_way,7.75,26,0,0.3513513513513515
two_way,8.0,26,0,0.3513513513513515
two_way,8.25,26,0,0.3513513513513515
two_way,8.5,26,0,0.3513513513513515
two_way,8.75,26,0,0.3513513513513515
two_way,9.0,26,0,0.3513513513513515
two_way,9.25,26,0,0.3513513513513515
two_way,9.5,26,0,0.3513513513513515
two_way,9.75,26,0,0.3513513513513515
two_way,10.0,26,1,0.337837837837838
two_way,10.25,25,0,0.337837837837838
two_way,10.5,25,0,0.337837837837838
two_way,10.75,25,0,0.337837837837838
two_way,11.0,25,0,0.337837837837838
two_way,11.25,25,0,0.337837837837838
two_way,11.5,25,0,0.337837837837838
two_way,11.75,25,0,0.337837837837838
two_way,12.0,25,1,0.32432432432432445
two_way,12.25,24,0,0.32432432432432445
two_way,12.5,24,0,0.32432432432432445
two_way,12.75,24,1,0.31081081081081097
two_way,13.0,23,0,0.31081081081081097
